gene_id	acronym	PRODUCT	GO	EC	ACTIVITY	KINASE	BEST_HIT	BEST_SCORE	PUBMED	IPR
MtrunA17Chr5g0433281	MtNCR083	Nodule-specific Cysteine-Rich peptide	GO:0016020;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr3g0110661	MtNCR084	Nodule-specific Cysteine-Rich peptide	GO:0016020;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr3g0110631	MtNCR085	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr3g0083311	MtNCR086	Nodule-specific Cysteine-Rich peptide	NA	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	NA
MtrunA17Chr3g0083091	MtNCR087	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr5g0425941	MtNCR088	Nodule-specific Cysteine-Rich peptide	GO:0016020;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr5g0425211	MtNCR089	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr5g0429921	MtNCR090	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr5g0424407	MtNCR092	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr8g0361861	MtNCR093	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr8g0361871	MtNCR093	Nodule-specific Cysteine-Rich peptide	GO:0016021	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	NA
MtrunA17Chr5g0423101	MtNCR094	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr6g0465011	MtNCR095	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr6g0475341	MtNCR097	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr3g0078221	MtNCR098	Nodule-specific Cysteine-Rich peptide	GO:0016020;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr3g0080961	MtNCR099	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr5g0431101	MtNCR100	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr3g0080261	MtNCR101	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr2g0303071	MtNCR102	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr3g0088861	MtNCR103	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr8g0361621	MtNCR104	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0031351	MtNCR107	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr1g0191641	MtNCR108	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr6g0474261	MtNCR109	Nodule-specific Cysteine-Rich peptide	GO:0016021	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	NA
MtrunA17Chr1g0185381	MtNCR110	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0026441	MtNCR111	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr2g0303441	MtNCR112	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr1g0179241	MtNCR113	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr3g0090151	MtNCR114	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr2g0312661	MtNCR115	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0046441	MtNCR116	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0046481	MtNCR117	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0013951	MtNCR118	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0012274	MtNCR119a	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	"PMID:28438996|PMID:29030416|P. Gamas, unpublished"	putative Late nodulin
MtrunA17Chr4g0012247	MtNCR119b	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	"PMID:28438996|PMID:29030416| P. Gamas, unpublished"	putative Late nodulin
MtrunA17Chr4g0012244	MtNCR119c	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	P. Gamas unpublished	putative Late nodulin
MtrunA17Chr4g0012237	MtNCR119d	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	"PMID:28438996|PMID:29030416|P. Gamas, unpublished"	putative Late nodulin
MtrunA17Chr4g0012234	MtNCR119e	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	"PMID:28438996|PMID:29030416|P. Gamas, unpublished"	putative Late nodulin
MtrunA17Chr3g0081481	MtNCR120	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr2g0306741	MtNCR121	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr6g0457981	MtNCR122	Nodule-specific Cysteine-Rich peptide	GO:0016021	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	NA
MtrunA17Chr3g0108471	MtNCR123	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr1g0186251	MtNCR124	Nodule-specific Cysteine-Rich peptide	NA	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	NA
MtrunA17Chr3g0108521	MtNCR125	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr1g0185371	MtNCR126	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0028021	MtNCR127	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0029741	MtNCR128	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0027281	MtNCR129	Nodule-specific Cysteine-Rich peptide	GO:0016020;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr6g0484251	MtNCR130	Nodule-specific Cysteine-Rich peptide	NA	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	NA
MtrunA17Chr3g0106321	MtNCR131	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr3g0083011	MtNCR132	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr3g0106331	MtNCR133	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr3g0135141	MtNCR134	Nodule-specific Cysteine-Rich peptide	GO:0016020;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr6g0467191	MtNCR135	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr3g0083281	MtNCR136	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0235451	MtNCR137	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr5g0425871	MtNCR138	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0024731	MtNCR139	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0029541	MtNCR140	Nodule-specific Cysteine-Rich peptide	GO:0016020;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr2g0302901	MtNCR141	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0216151	MtNCR143	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0216431	MtNCR144	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0029781	MtNCR145	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr5g0431771	MtNCR146	Nodule-specific Cysteine-Rich peptide	GO:0016020;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr5g0428901	MtNCR147	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0236701	MtNCR148	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr6g0476551	MtNCR149	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr6g0474171	MtNCR150	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0241541	MtNCR152	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0215871	MtNCR154	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr3g0083981	MtNCR155	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0021881	MtNCR156	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0224291	MtNCR158	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr6g0487921	MtNCR159	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr2g0309591	MtNCR160	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0032791	MtNCR161	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0224301	MtNCR162	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr3g0090211	MtNCR163	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0244121	MtNCR164	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr6g0469301	MtNCR166	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0224311	MtNCR167	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0244071	MtNCR168	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0007901	MtNCR170	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr8g0352921	MtNCR171	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr6g0487721	MtNCR172	Nodule-specific Cysteine-Rich peptide	GO:0016020;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr2g0308581	MtNCR173	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0021781	MtNCR174	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0021831	MtNCR174	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr5g0446381	MtNCR175	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr6g0460201	MtNCR176	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr2g0307591	MtNCR177	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0018041	MtNCR178	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr2g0314511	MtNCR179	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0224341	MtNCR180	Nodule-specific Cysteine-Rich peptide	GO:0016020;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr3g0082251	MtNCR181	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr8g0365091	MtNCR182	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0007721	MtNCR183	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0007791	MtNCR184	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr2g0314261	MtNCR185	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0027931	MtNCR187	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr3g0084981	MtNCR188	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0229511	MtNCR190	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr6g0484741	MtNCR191	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr6g0460161	MtNCR192	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr3g0122201	MtNCR193	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr5g0425511	MtNCR194	Nodule-specific Cysteine-Rich peptide	GO:0016020;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr2g0306951	MtNCR195	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr3g0109281	MtNCR196	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0017341	MtNCR197	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr1g0176531	MtNCR198	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0012471	MtNCR199	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr6g0487701	MtNCR200	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr6g0487871	MtNCR200	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0032661	MtNCR201	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0032741	MtNCR203	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr2g0302861	MtNCR204	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr2g0307801	MtNCR205	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0032701	MtNCR206	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr1g0179261	MtNCR207	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr2g0304801	MtNCR208	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0035351	MtNCR209	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr5g0425501	MtNCR210	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr3g0106851	MtNCR212	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0032721	MtNCR213	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr6g0450521	MtNCR215b	Nodule-specific Cysteine-Rich peptide	GO:0016020;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr6g0450391	MtNCR216	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr5g0429841	MtNCR217	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr6g0487511	MtNCR219	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0033021	MtNCR220	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr3g0088981	MtNCR221	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr6g0464911	MtNCR222	Nodule-specific Cysteine-Rich peptide	GO:0016020;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr6g0474231	MtNCR223	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr6g0450461	MtNCR224	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0214051	MtNCR225	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr1g0169221	MtNCR226	Nodule-specific Cysteine-Rich peptide	GO:0016020;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr5g0408711	MtNCR227	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr6g0450321	MtNCR228	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr6g0450301	MtNCR229	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0022971	MtNCR230	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr3g0090171	MtNCR231	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	NA
MtrunA17Chr1g0173861	MtNCR232	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr3g0081251	MtNCR233	Nodule-specific Cysteine-Rich peptide	NA	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	NA
MtrunA17Chr1g0169921	MtNCR234	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr4g0031271	MtNCR235	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr3g0112881	MtNCR236	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0240361	MtNCR237	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr2g0301771	MtNCR238	Nodule-specific Cysteine-Rich peptide	GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
MtrunA17Chr7g0243971	MtNCR239	Nodule-specific Cysteine-Rich peptide	GO:0016021;GO:0046872	NA	NA	NA	NA	NA	PMID:28438996|PMID:29030416	putative Late nodulin
